GO_ID	LEVEL	NAME
GO:0070789	5	metula development
GO:0070790	5	phialide development
GO:0070791	9	cleistothecium development
GO:0070792	5	Hulle cell development
GO:0070793	7	regulation of conidiophore development
GO:0070794	8	negative regulation of conidiophore development
GO:0070795	8	positive regulation of conidiophore development
GO:0070796	9	regulation of cleistothecium development
GO:0070797	10	negative regulation of cleistothecium development
GO:0070798	10	positive regulation of cleistothecium development
GO:0070799	8	regulation of conidiophore stalk development
GO:0070800	9	negative regulation of conidiophore stalk development
GO:0070801	9	positive regulation of conidiophore stalk development
GO:0070802	8	regulation of metula development
GO:0070803	9	negative regulation of metula development
GO:0070804	9	positive regulation of metula development
GO:0070805	8	regulation of phialide development
GO:0070806	9	negative regulation of phialide development
GO:0070807	9	positive regulation of phialide development
GO:0070808	10	regulation of Hulle cell development
GO:0070809	11	negative regulation of Hulle cell development
GO:0070810	11	positive regulation of Hulle cell development
GO:0070811	8	glycerol-2-phosphate transmembrane transport
GO:0070812	8	ATPase-coupled glycerol-2-phosphate transmembrane transporter activity
GO:0070813	5	hydrogen sulfide metabolic process
GO:0070814	6	hydrogen sulfide biosynthetic process
GO:0070815	6	peptidyl-lysine 5-dioxygenase activity
GO:0070816	12	phosphorylation of RNA polymerase II C-terminal domain
GO:0070817	7	P-TEFb-cap methyltransferase complex localization
GO:0070818	5	protoporphyrinogen oxidase activity
GO:0070819	6	menaquinone-dependent protoporphyrinogen oxidase activity
GO:0070820	10	tertiary granule
GO:0070821	8	tertiary granule membrane
GO:0070822	5	Sin3-type complex
GO:0070823	5	HDA1 complex
GO:0070824	5	SHREC complex
GO:0070825	3	micropyle
GO:0070826	3	paraferritin complex
GO:0070827	6	chromatin maintenance
GO:0070828	6	heterochromatin organization
GO:0070829	9	heterochromatin maintenance
GO:0070830	9	bicellular tight junction assembly
GO:0070831	8	basement membrane assembly
GO:0070832	10	phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via N-dimethylethanolamine phosphate and CDP-choline
GO:0070833	10	phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via CDP-N-methylethanolamine
GO:0070834	10	phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via N-dimethylethanolamine phosphate and CDP-N-dimethylethanolamine
GO:0070835	5	chromium ion transmembrane transporter activity
GO:0070836	9	caveola assembly
GO:0070837	8	dehydroascorbic acid transport
GO:0070838	8	divalent metal ion transport
GO:0070839	9	divalent metal ion export
GO:0070840	4	dynein complex binding
GO:0070841	6	inclusion body assembly
GO:0070842	7	aggresome assembly
GO:0070843	10	misfolded protein transport
GO:0070844	10	polyubiquitinated protein transport
GO:0070845	11	polyubiquitinated misfolded protein transport
GO:0070846	10	Hsp90 deacetylation
GO:0070847	5	core mediator complex
GO:0070848	5	response to growth factor
GO:0070849	6	response to epidermal growth factor
GO:0070850	3	TACC/TOG complex
GO:0070851	5	growth factor receptor binding
GO:0070852	6	cell body fiber
GO:0070853	6	myosin VI binding
GO:0070854	7	myosin VI heavy chain binding
GO:0070855	8	myosin VI head/neck binding
GO:0070856	7	myosin VI light chain binding
GO:0070857	9	regulation of bile acid biosynthetic process
GO:0070858	10	negative regulation of bile acid biosynthetic process
GO:0070859	10	positive regulation of bile acid biosynthetic process
GO:0070860	5	RNA polymerase I core factor complex
GO:0070861	9	regulation of protein exit from endoplasmic reticulum
GO:0070862	10	negative regulation of protein exit from endoplasmic reticulum
GO:0070863	10	positive regulation of protein exit from endoplasmic reticulum
GO:0070864	3	sperm individualization complex
GO:0070865	3	investment cone
GO:0070866	4	sterol-dependent protein binding
GO:0070867	6	mating projection tip membrane
GO:0070868	8	heterochromatin organization involved in chromatin silencing
GO:0070871	7	cell wall organization involved in conjugation with cellular fusion
GO:0070873	9	regulation of glycogen metabolic process
GO:0070874	10	negative regulation of glycogen metabolic process
GO:0070875	10	positive regulation of glycogen metabolic process
GO:0070876	3	SOSS complex
GO:0070877	7	microprocessor complex
GO:0070878	6	primary miRNA binding
GO:0070879	10	fungal-type cell wall beta-glucan metabolic process
GO:0070880	11	fungal-type cell wall beta-glucan biosynthetic process
GO:0070881	9	regulation of proline transport
GO:0070883	6	pre-miRNA binding
GO:0070884	10	regulation of calcineurin-NFAT signaling cascade
GO:0070885	11	negative regulation of calcineurin-NFAT signaling cascade
GO:0070886	11	positive regulation of calcineurin-NFAT signaling cascade
GO:0070887	4	cellular response to chemical stimulus
GO:0070888	11	E-box binding
GO:0070889	8	platelet alpha granule organization
GO:0070890	12	sodium-dependent L-ascorbate transmembrane transporter activity
GO:0070891	4	lipoteichoic acid binding
GO:0070892	5	lipoteichoic acid immune receptor activity
GO:0070893	9	transposon integration
GO:0070894	8	regulation of transposon integration
GO:0070895	9	negative regulation of transposon integration
GO:0070896	9	positive regulation of transposon integration
GO:0070897	9	transcription preinitiation complex assembly
GO:0070898	10	RNA polymerase III preinitiation complex assembly
GO:0070899	12	mitochondrial tRNA wobble uridine modification
GO:0070900	12	mitochondrial tRNA modification
GO:0070901	12	mitochondrial tRNA methylation
GO:0070902	12	mitochondrial tRNA pseudouridine synthesis
GO:0070903	12	mitochondrial tRNA thio-modification
GO:0070904	9	transepithelial L-ascorbic acid transport
GO:0070905	7	serine binding
GO:0070906	11	aspartate:alanine antiporter activity
GO:0070907	10	histidine:histamine antiporter activity
GO:0070908	10	tyrosine:tyramine antiporter activity
GO:0070909	10	glutamate:gamma-aminobutyric acid antiporter activity
GO:0070910	8	cell wall macromolecule catabolic process involved in cell wall disassembly
GO:0070911	10	global genome nucleotide-excision repair
GO:0070912	5	Ddb1-Ckn1 complex
GO:0070913	5	Ddb1-Wdr21 complex
GO:0070914	9	UV-damage excision repair
GO:0070915	7	lysophosphatidic acid receptor activity
GO:0070916	5	inositol phosphoceramide synthase complex
GO:0070917	4	inositol phosphoceramide synthase regulator activity
GO:0070918	10	production of small RNA involved in gene silencing by RNA
GO:0070919	11	production of siRNA involved in chromatin silencing by small RNA
GO:0070920	9	regulation of production of small RNA involved in gene silencing by RNA
GO:0070921	10	regulation of production of siRNA involved in chromatin silencing by small RNA
GO:0070922	9	small RNA loading onto RISC
GO:0070923	10	siRNA loading onto RISC involved in chromatin silencing by small RNA
GO:0070925	6	organelle assembly
GO:0070926	9	regulation of ATP:ADP antiporter activity
GO:0070927	10	negative regulation of ATP:ADP antiporter activity
GO:0070928	11	regulation of mRNA stability, ncRNA-mediated
GO:0070929	8	trans-translation
GO:0070930	8	trans-translation-dependent protein tagging
GO:0070931	7	Golgi-associated vesicle lumen
GO:0070932	11	histone H3 deacetylation
GO:0070933	11	histone H4 deacetylation
GO:0070934	12	CRD-mediated mRNA stabilization
GO:0070935	12	3'-UTR-mediated mRNA stabilization
GO:0070936	12	protein K48-linked ubiquitination
GO:0070937	3	CRD-mediated mRNA stability complex
GO:0070938	3	contractile ring
GO:0070939	4	Dsl1/NZR complex
GO:0070940	12	dephosphorylation of RNA polymerase II C-terminal domain
GO:0070941	6	eisosome assembly
GO:0070942	7	neutrophil mediated cytotoxicity
GO:0070943	8	neutrophil-mediated killing of symbiont cell
GO:0070944	9	neutrophil-mediated killing of bacterium
GO:0070945	10	neutrophil-mediated killing of gram-negative bacterium
GO:0070946	10	neutrophil-mediated killing of gram-positive bacterium
GO:0070947	9	neutrophil-mediated killing of fungus
GO:0070948	8	regulation of neutrophil mediated cytotoxicity
GO:0070949	9	regulation of neutrophil mediated killing of symbiont cell
GO:0070950	10	regulation of neutrophil mediated killing of bacterium
GO:0070951	11	regulation of neutrophil mediated killing of gram-negative bacterium
GO:0070952	11	regulation of neutrophil mediated killing of gram-positive bacterium
GO:0070953	10	regulation of neutrophil mediated killing of fungus
GO:0070954	9	negative regulation of neutrophil mediated cytotoxicity
GO:0070955	10	negative regulation of neutrophil mediated killing of symbiont cell
GO:0070956	11	negative regulation of neutrophil mediated killing of bacterium
GO:0070957	12	negative regulation of neutrophil mediated killing of gram-negative bacterium
GO:0070958	12	negative regulation of neutrophil mediated killing of gram-positive bacterium
GO:0070959	11	negative regulation of neutrophil mediated killing of fungus
GO:0070960	9	positive regulation of neutrophil mediated cytotoxicity
GO:0070961	10	positive regulation of neutrophil mediated killing of symbiont cell
GO:0070962	11	positive regulation of neutrophil mediated killing of bacterium
GO:0070963	12	positive regulation of neutrophil mediated killing of gram-negative bacterium
GO:0070964	12	positive regulation of neutrophil mediated killing of gram-positive bacterium
GO:0070965	11	positive regulation of neutrophil mediated killing of fungus
GO:0070966	11	nuclear-transcribed mRNA catabolic process, no-go decay
GO:0070967	6	coenzyme F420 binding
GO:0070968	6	pyrroloquinoline quinone binding
GO:0070970	11	interleukin-2 secretion
GO:0070971	3	endoplasmic reticulum exit site
GO:0070972	7	protein localization to endoplasmic reticulum
GO:0070973	8	protein localization to endoplasmic reticulum exit site
GO:0070974	5	POU domain binding
GO:0070975	5	FHA domain binding
GO:0070976	5	TIR domain binding
GO:0070977	6	bone maturation
GO:0070978	8	voltage-gated calcium channel complex assembly
GO:0070979	12	protein K11-linked ubiquitination
GO:0070980	7	biphenyl catabolic process
GO:0070981	12	L-asparagine biosynthetic process
GO:0070982	11	L-asparagine metabolic process
GO:0070983	5	dendrite guidance
GO:0070984	5	SET domain binding
GO:0070985	5	transcription factor TFIIK complex
GO:0070986	5	left/right axis specification
GO:0070987	11	error-free translesion synthesis
GO:0070988	3	demethylation
GO:0070989	4	oxidative demethylation
GO:0070990	5	snRNP binding
GO:0070991	6	medium-chain-acyl-CoA dehydrogenase activity
GO:0070992	4	translation initiation complex
GO:0070993	4	translation preinitiation complex
GO:0070994	5	detection of oxidative stress
GO:0070995	4	NADPH oxidation
GO:0070996	8	type 1 melanocortin receptor binding
GO:0070997	4	neuron death
GO:0070998	6	sensory perception of gravity
GO:0070999	7	detection of mechanical stimulus involved in sensory perception of gravity
GO:0071000	4	response to magnetism
GO:0071001	6	U4/U6 snRNP
GO:0071002	6	U4atac/U6atac snRNP
GO:0071003	6	penta-snRNP complex
GO:0071004	6	U2-type prespliceosome
GO:0071005	6	U2-type precatalytic spliceosome
GO:0071006	6	U2-type catalytic step 1 spliceosome
GO:0071007	6	U2-type catalytic step 2 spliceosome
GO:0071008	6	U2-type post-mRNA release spliceosomal complex
GO:0071009	7	U4atac/U6atac x U5 tri-snRNP complex
GO:0071010	5	prespliceosome
GO:0071011	5	precatalytic spliceosome
GO:0071012	5	catalytic step 1 spliceosome
GO:0071013	5	catalytic step 2 spliceosome
GO:0071014	5	post-mRNA release spliceosomal complex
GO:0071015	6	U12-type prespliceosome
GO:0071016	6	U12-type precatalytic spliceosome
GO:0071017	6	U12-type catalytic step 1 spliceosome
GO:0071018	6	U12-type catalytic step 2 spliceosome
GO:0071019	7	U12-type post-mRNA release spliceosomal complex
GO:0071020	5	post-spliceosomal complex
GO:0071021	6	U2-type post-spliceosomal complex
GO:0071022	6	U12-type post-spliceosomal complex
GO:0071023	5	trans spliceosomal complex
GO:0071024	6	SL snRNP
GO:0071025	9	RNA surveillance
GO:0071026	10	cytoplasmic RNA surveillance
GO:0071027	10	nuclear RNA surveillance
GO:0071028	11	nuclear mRNA surveillance
GO:0071029	11	nuclear ncRNA surveillance
GO:0071030	12	nuclear mRNA surveillance of spliceosomal pre-mRNA splicing
GO:0071031	12	nuclear mRNA surveillance of mRNA 3'-end processing
GO:0071032	12	nuclear mRNA surveillance of mRNP export
GO:0071033	6	nuclear retention of pre-mRNA at the site of transcription
GO:0071034	10	CUT catabolic process
GO:0071035	12	nuclear polyadenylation-dependent rRNA catabolic process
GO:0071036	12	nuclear polyadenylation-dependent snoRNA catabolic process
GO:0071037	12	nuclear polyadenylation-dependent snRNA catabolic process
GO:0071038	12	nuclear polyadenylation-dependent tRNA catabolic process
GO:0071039	12	nuclear polyadenylation-dependent CUT catabolic process
GO:0071040	12	nuclear polyadenylation-dependent antisense transcript catabolic process
GO:0071041	10	antisense RNA transcript catabolic process
GO:0071042	11	nuclear polyadenylation-dependent mRNA catabolic process
GO:0071043	9	CUT metabolic process
GO:0071044	11	histone mRNA catabolic process
GO:0071045	12	nuclear histone mRNA catabolic process
GO:0071046	12	nuclear polyadenylation-dependent ncRNA catabolic process
GO:0071047	10	polyadenylation-dependent mRNA catabolic process
GO:0071048	7	nuclear retention of unspliced pre-mRNA at the site of transcription
GO:0071049	7	nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription
GO:0071050	12	snoRNA polyadenylation
GO:0071051	12	polyadenylation-dependent snoRNA 3'-end processing
GO:0071052	5	alpha9-beta1 integrin-ADAM1 complex
GO:0071053	5	alpha9-beta1 integrin-ADAM2 complex
GO:0071054	5	alpha9-beta1 integrin-ADAM3 complex
GO:0071055	5	alpha9-beta1 integrin-ADAM9 complex
GO:0071056	5	alpha9-beta1 integrin-ADAM15 complex
GO:0071057	5	alphav-beta3 integrin-ADAM15 complex
GO:0071058	5	alpha3-beta1 integrin-CD151 complex
GO:0071059	5	alpha6-beta1 integrin-CD151 complex
GO:0071060	5	alpha7-beta1 integrin-CD151 complex
GO:0071061	5	alpha6-beta4 integrin-CD151 complex
GO:0071062	5	alphav-beta3 integrin-vitronectin complex
GO:0071063	7	sensory perception of wind
GO:0071064	5	alphaE-beta7 integrin-E-cadherin complex
GO:0071065	5	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex
GO:0071066	7	detection of mechanical stimulus involved in sensory perception of wind
GO:0071067	5	alphav-beta3 integrin-ADAM23 complex
GO:0071068	5	alpha9-beta1 integrin-ADAM12 complex
GO:0071069	5	alpha4-beta1 integrin-thrombospondin-1 complex
GO:0071070	5	alpha4-beta1 integrin-thrombospondin-2 complex
GO:0071071	9	regulation of phospholipid biosynthetic process
GO:0071072	10	negative regulation of phospholipid biosynthetic process
GO:0071073	10	positive regulation of phospholipid biosynthetic process
GO:0071074	5	eukaryotic initiation factor eIF2 binding
GO:0071075	3	CUGBP1-eIF2 complex
GO:0071076	10	RNA 3' uridylation
GO:0071077	8	adenosine 3',5'-bisphosphate transmembrane transporter activity
GO:0071078	5	fibronectin-tissue transglutaminase complex
GO:0071079	5	alpha2-beta1 integrin-chondroadherin complex
GO:0071080	5	alpha3-beta1 integrin-basigin complex
GO:0071081	5	alpha3-beta1 integrin-CD63 complex
GO:0071082	5	alpha9-beta1 integrin-tenascin complex
GO:0071083	5	alphaV-beta3 integrin-CD47-FCER2 complex
GO:0071084	5	alpha2-beta1 integrin-CD47 complex
GO:0071085	5	alphaIIb-beta3 integrin-CD9 complex
GO:0071086	5	alphaIIb-beta3 integrin-CD9-CD47-platelet glycoprotein Ib complex
GO:0071087	5	alpha11-beta1 integrin-collagen type I complex
GO:0071088	5	alpha5-beta1 integrin-tissue transglutaminase complex
GO:0071089	5	alphaV-beta3 integrin-tissue transglutaminase complex
GO:0071090	5	alphaIIb-beta3 integrin-fibronectin-tissue transglutaminase complex
GO:0071091	5	alpha1-beta1 integrin-tissue transglutaminase complex
GO:0071092	5	alpha3-beta1 integrin-tissue transglutaminase complex
GO:0071093	5	alpha5-beta1 integrin-fibronectin-tissue transglutaminase complex
GO:0071094	5	alpha6-beta4 integrin-CD9 complex
GO:0071095	5	alpha3-beta1 integrin-thrombospondin complex
GO:0071096	5	alphaV-beta3 integrin-gelsolin complex
GO:0071097	5	alphaV-beta3 integrin-paxillin-Pyk2 complex
GO:0071098	5	alpha6-beta4 integrin-Fyn complex
GO:0071099	5	alphaV-beta6 integrin-TGFbeta-3 complex
GO:0071100	5	alphaV-beta8 integrin-MMP14-TGFbeta-1 complex
GO:0071101	5	alpha4-beta1 integrin-JAM2 complex
GO:0071102	5	alpha4-beta1 integrin-paxillin complex
GO:0071103	7	DNA conformation change
GO:0071104	6	response to interleukin-9
GO:0071105	6	response to interleukin-11
GO:0071106	10	adenosine 3',5'-bisphosphate transmembrane transport
GO:0071107	6	response to parathyroid hormone
GO:0071108	11	protein K48-linked deubiquitination
GO:0071109	4	superior temporal gyrus development
GO:0071110	9	histone biotinylation
GO:0071111	7	cyclic-guanylate-specific phosphodiesterase activity
GO:0071112	5	alpha4-beta4 integrin-EMILIN-1 complex
GO:0071113	5	alphaIIb-beta3 integrin-ICAM-4 complex
GO:0071114	5	alphaV-beta3 integrin-tumstatin complex
GO:0071115	5	alpha5-beta1 integrin-endostatin complex
GO:0071116	5	alpha6-beta1 integrin-CYR61 complex
GO:0071117	5	alpha5-beta1 integrin-fibronectin-NOV complex
GO:0071118	5	alphaV-beta3 integrin-NOV complex
GO:0071119	5	alpha7-beta1 integrin-nicotinamide riboside kinase complex
GO:0071120	5	alpha4-beta1 integrin-CD47 complex
GO:0071121	5	alpha9-beta1 integrin-VEGF-D complex
GO:0071122	5	alpha9-beta1 integrin-VEGF-A complex
GO:0071123	5	alpha9-beta1 integrin-VEGF-C complex
GO:0071124	5	alpha1-beta1 integrin-tyrosine-protein phosphatase non-receptor type 2 complex
GO:0071125	5	alphaV-beta3 integrin-EGFR complex
GO:0071126	5	alphaV-beta6 integrin-osteopontin complex
GO:0071127	5	alpha9-beta1 integrin-osteopontin complex
GO:0071128	5	alpha5-beta1 integrin-osteopontin complex
GO:0071129	5	alphaV-beta3 integrin-LPP3 complex
GO:0071130	5	alpha5-beta1 integrin-LPP3 complex
GO:0071131	5	alphaV-beta3 integrin-laminin alpha-4 complex
GO:0071132	5	alphaX-beta2 integrin-ICAM-4 complex
GO:0071133	5	alpha9-beta1 integrin-ADAM8 complex
GO:0071134	5	alpha9-beta1 integrin-thrombospondin-1 complex
GO:0071135	5	alpha7-beta1 integrin-focal adhesion kinase complex
GO:0071136	5	alpha7-beta1 integrin-laminin alpha-2 complex
GO:0071137	5	alphaV-beta3 integrin-CD98 complex
GO:0071138	5	alpha5-beta5-fibronectin-SFRP2 complex
GO:0071139	8	resolution of recombination intermediates
GO:0071140	9	resolution of mitotic recombination intermediates
GO:0071141	3	SMAD protein complex
GO:0071142	4	homomeric SMAD protein complex
GO:0071144	5	heteromeric SMAD protein complex
GO:0071147	3	TEAD-2 multiprotein complex
GO:0071148	5	TEAD-1-YAP complex
GO:0071149	5	TEAD-2-YAP complex
GO:0071150	5	TEAD-3-YAP complex
GO:0071151	5	TEAD-4-YAP complex
GO:0071152	3	G-protein alpha(q)-synembrin complex
GO:0071153	3	G-protein alpha(o)-synembrin complex
GO:0071154	3	G-protein alpha(i)1-synembrin complex
GO:0071155	3	G-protein alpha(13)-synembrin complex
GO:0071156	7	regulation of cell cycle arrest
GO:0071157	8	negative regulation of cell cycle arrest
GO:0071158	8	positive regulation of cell cycle arrest
GO:0071159	3	NF-kappaB complex
GO:0071160	7	cyanophycin synthetase activity (L-aspartate-adding)
GO:0071161	7	cyanophycin synthetase activity (L-arginine-adding)
GO:0071162	5	CMG complex
GO:0071163	9	DNA replication preinitiation complex assembly
GO:0071164	7	RNA trimethylguanosine synthase activity
GO:0071165	10	GINS complex assembly
GO:0071166	4	ribonucleoprotein complex localization
GO:0071168	8	protein localization to chromatin
GO:0071169	9	establishment of protein localization to chromatin
GO:0071170	9	site-specific DNA replication termination
GO:0071171	10	site-specific DNA replication termination at RTS1 barrier
GO:0071172	6	dihydromonapterin reductase activity
GO:0071173	9	spindle assembly checkpoint
GO:0071174	9	mitotic spindle checkpoint
GO:0071175	3	MAML2-RBP-Jkappa-ICN1 complex
GO:0071176	3	MAML2-RBP-Jkappa-ICN2 complex
GO:0071177	3	MAML2-RBP-Jkappa-ICN3 complex
GO:0071178	3	MAML2-RBP-Jkappa-ICN4 complex
GO:0071179	3	MAML3-RBP-Jkappa-ICN1 complex
GO:0071180	3	MAML3-RBP-Jkappa-ICN2 complex
GO:0071181	3	MAML3-RBP-Jkappa-ICN3 complex
GO:0071182	3	MAML3-RBP-Jkappa-ICN4 complex
GO:0071183	5	protocadherin-alpha-protocadherin-gamma complex
GO:0071184	6	protocadherin-alpha-v4-protocadherin-gamma-a1 complex
GO:0071185	6	protocadherin-alpha-v4-protocadherin-gamma-a3 complex
GO:0071186	6	protocadherin-alpha-v4-protocadherin-gamma-b2 complex
GO:0071187	6	protocadherin-alpha-v4-protocadherin-gamma-b4 complex
GO:0071188	6	protocadherin-alpha-v7-protocadherin-gamma-a1 complex
GO:0071189	6	protocadherin-alpha-v7-protocadherin-gamma-a3 complex
GO:0071190	6	protocadherin-alpha-v7-protocadherin-gamma-b2 complex
GO:0071191	6	protocadherin-alpha-v7-protocadherin-gamma-b4 complex
GO:0071192	9	Kv4.2-KChIP1 channel complex
GO:0071193	9	Kv4.2-KChIP2 channel complex
GO:0071194	9	Kv4.2-KChIP3 channel complex
GO:0071195	9	Kv4.2-KChIP4 channel complex
GO:0071196	9	Kv4.3-KChIP1 channel complex
GO:0071197	9	Kv4.2-Kv4.3 channel complex
GO:0071198	9	Kv4.1-DPP6 channel complex
GO:0071199	9	Kv4.1-DPP10 channel complex
GO:0071200	9	Kv4.2-DPP6 channel complex
GO:0071201	9	Kv4.3-DPP6 channel complex
GO:0071202	9	Kv4.3-DPP10 channel complex
GO:0071203	3	WASH complex
GO:0071204	4	histone pre-mRNA 3'end processing complex
GO:0071205	6	protein localization to juxtaparanode region of axon
GO:0071206	7	establishment of protein localization to juxtaparanode region of axon
GO:0071207	7	histone pre-mRNA stem-loop binding
GO:0071208	6	histone pre-mRNA DCP binding
GO:0071209	7	U7 snRNA binding
GO:0071210	9	protein insertion into membrane raft
GO:0071211	12	protein targeting to vacuole involved in autophagy
GO:0071212	6	subsynaptic reticulum
GO:0071213	8	cellular response to 1-aminocyclopropane-1-carboxylic acid
GO:0071214	5	cellular response to abiotic stimulus
GO:0071215	7	cellular response to abscisic acid stimulus
GO:0071216	4	cellular response to biotic stimulus
GO:0071217	5	cellular response to external biotic stimulus
GO:0071218	7	cellular response to misfolded protein
GO:0071219	6	cellular response to molecule of bacterial origin
GO:0071220	7	cellular response to bacterial lipoprotein
GO:0071221	8	cellular response to bacterial lipopeptide
GO:0071222	7	cellular response to lipopolysaccharide
GO:0071223	7	cellular response to lipoteichoic acid
GO:0071224	7	cellular response to peptidoglycan
GO:0071225	8	cellular response to muramyl dipeptide
GO:0071226	6	cellular response to molecule of fungal origin
GO:0071227	6	cellular response to molecule of oomycetes origin
GO:0071228	5	cellular response to tumor cell
GO:0071229	5	cellular response to acid chemical
GO:0071230	7	cellular response to amino acid stimulus
GO:0071231	9	cellular response to folic acid
GO:0071232	8	cellular response to histidine
GO:0071233	8	cellular response to leucine
GO:0071234	8	cellular response to phenylalanine
GO:0071235	8	cellular response to proline
GO:0071236	5	cellular response to antibiotic
GO:0071237	8	cellular response to bacteriocin
GO:0071238	7	cellular response to brefeldin A
GO:0071239	7	cellular response to streptomycin
GO:0071240	7	cellular response to food
GO:0071241	5	cellular response to inorganic substance
GO:0071242	6	cellular response to ammonium ion
GO:0071243	5	cellular response to arsenic-containing substance
GO:0071244	6	cellular response to carbon dioxide
GO:0071245	6	cellular response to carbon monoxide
GO:0071246	6	cellular response to chlorate
GO:0071247	6	cellular response to chromate
GO:0071248	6	cellular response to metal ion
GO:0071249	7	cellular response to nitrate
GO:0071250	7	cellular response to nitrite
GO:0071251	6	cellular response to silicon dioxide
GO:0071252	6	cellular response to sulfur dioxide
GO:0071253	4	connexin binding
GO:0071254	4	cytoplasmic U snRNP body
GO:0071255	7	Cvt vesicle assembly
GO:0071256	4	translocon complex
GO:0071257	6	cellular response to electrical stimulus
GO:0071258	6	cellular response to gravity
GO:0071259	6	cellular response to magnetism
GO:0071260	6	cellular response to mechanical stimulus
GO:0071261	5	Ssh1 translocon complex
GO:0071262	11	regulation of translational initiation in response to starvation
GO:0071263	12	negative regulation of translational initiation in response to starvation
GO:0071264	12	positive regulation of translational initiation in response to starvation
GO:0071265	12	L-methionine biosynthetic process
GO:0071266	12	'de novo' L-methionine biosynthetic process
GO:0071267	12	L-methionine salvage
GO:0071268	10	homocysteine biosynthetic process
GO:0071269	11	L-homocysteine biosynthetic process
GO:0071270	7	1-butanol metabolic process
GO:0071271	8	1-butanol biosynthetic process
GO:0071272	7	morphine metabolic process
GO:0071273	8	morphine catabolic process
GO:0071274	7	isoquinoline alkaloid catabolic process
GO:0071275	7	cellular response to aluminum ion
GO:0071276	7	cellular response to cadmium ion
GO:0071277	7	cellular response to calcium ion
GO:0071278	7	cellular response to cesium ion
GO:0071279	7	cellular response to cobalt ion
GO:0071280	7	cellular response to copper ion
GO:0071281	7	cellular response to iron ion
GO:0071282	8	cellular response to iron(II) ion
GO:0071283	8	cellular response to iron(III) ion
GO:0071284	7	cellular response to lead ion
GO:0071285	7	cellular response to lithium ion
GO:0071286	7	cellular response to magnesium ion
GO:0071287	7	cellular response to manganese ion
GO:0071288	7	cellular response to mercury ion
GO:0071289	7	cellular response to nickel ion
GO:0071290	7	cellular response to platinum ion
GO:0071291	7	cellular response to selenium ion
GO:0071292	7	cellular response to silver ion
GO:0071293	7	cellular response to tellurium ion
GO:0071294	7	cellular response to zinc ion
GO:0071295	8	cellular response to vitamin
GO:0071296	9	cellular response to biotin
GO:0071297	9	cellular response to cobalamin
GO:0071298	9	cellular response to L-ascorbic acid
GO:0071299	9	cellular response to vitamin A
GO:0071300	7	cellular response to retinoic acid
GO:0071301	9	cellular response to vitamin B1
GO:0071302	9	cellular response to vitamin B2
GO:0071303	9	cellular response to vitamin B3
GO:0071304	9	cellular response to vitamin B6
GO:0071305	9	cellular response to vitamin D
GO:0071306	9	cellular response to vitamin E
GO:0071307	9	cellular response to vitamin K
GO:0071308	7	cellular response to menaquinone
GO:0071309	7	cellular response to phylloquinone
GO:0071310	5	cellular response to organic substance
GO:0071311	6	cellular response to acetate
GO:0071312	7	cellular response to alkaloid
GO:0071313	8	cellular response to caffeine
GO:0071314	8	cellular response to cocaine
GO:0071315	9	cellular response to morphine
GO:0071316	5	cellular response to nicotine
GO:0071317	8	cellular response to isoquinoline alkaloid
GO:0071318	8	cellular response to ATP
GO:0071319	7	cellular response to benzoic acid
GO:0071320	8	cellular response to cAMP
GO:0071321	8	cellular response to cGMP
GO:0071322	6	cellular response to carbohydrate stimulus
GO:0071323	7	cellular response to chitin
GO:0071324	7	cellular response to disaccharide stimulus
GO:0071325	7	cellular response to mannitol stimulus
GO:0071326	7	cellular response to monosaccharide stimulus
GO:0071327	8	cellular response to trehalose stimulus
GO:0071328	8	cellular response to maltose stimulus
GO:0071329	8	cellular response to sucrose stimulus
GO:0071330	8	cellular response to trehalose-6-phosphate stimulus
GO:0071331	8	cellular response to hexose stimulus
GO:0071332	9	cellular response to fructose stimulus
GO:0071333	9	cellular response to glucose stimulus
GO:0071334	9	cellular response to rhamnose stimulus
GO:0071335	4	hair follicle cell proliferation
GO:0071336	6	regulation of hair follicle cell proliferation
GO:0071337	7	negative regulation of hair follicle cell proliferation
GO:0071338	7	positive regulation of hair follicle cell proliferation
GO:0071339	8	MLL1 complex
GO:0071340	8	skeletal muscle acetylcholine-gated channel clustering
GO:0071341	3	medial cortical node
GO:0071342	10	regulation of establishment of actomyosin contractile ring localization
GO:0071344	6	diphosphate metabolic process
GO:0071345	6	cellular response to cytokine stimulus
GO:0071346	7	cellular response to interferon-gamma
GO:0071347	7	cellular response to interleukin-1
GO:0071348	7	cellular response to interleukin-11
GO:0071349	7	cellular response to interleukin-12
GO:0071350	7	cellular response to interleukin-15
GO:0071351	7	cellular response to interleukin-18
GO:0071352	7	cellular response to interleukin-2
GO:0071353	7	cellular response to interleukin-4
GO:0071354	7	cellular response to interleukin-6
GO:0071355	7	cellular response to interleukin-9
GO:0071356	7	cellular response to tumor necrosis factor
GO:0071357	7	cellular response to type I interferon
GO:0071358	7	cellular response to type III interferon
GO:0071359	7	cellular response to dsRNA
GO:0071360	8	cellular response to exogenous dsRNA
GO:0071361	7	cellular response to ethanol
GO:0071362	6	cellular response to ether
