Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_1_10630	0.11	-0.01	0	-0.02	0	0.32	0.37	0.3	-0.05	-0.36
Pa_1_10640	0.89	-0.37	0.37	0.61	0.49	0.38	-0.48	-1.15	-1.66	-2.43
Pa_1_10650	0.5	0.75	0.05	-0.05	0.23	0.51	-0.11	-0.13	-0.5	-0.41
Pa_1_10660	0.1	0.34	-0.01	0.01	-0.11	-0.13	0.01	0.14	-0.08	-0.9
Pa_1_10670	0.11	0.19	-0.2	-0.12	-0.4	-0.37	-0.11	0.37	0.66	0.53
Pa_1_10680	0.01	-0.37	-0.14	-0.37	-0.41	0	0.37	0.59	0.52	0
Pa_1_10690	0.35	-0.01	-0.19	-0.06	-0.18	0.01	0.19	0.24	0.04	-0.31
Pa_1_1070	1.28	0.69	0.68	0.37	0.01	-0.01	-0.42	-0.45	-0.73	-0.55
Pa_1_10700	0.64	0.04	-0.1	-0.1	-0.31	-0.04	0.18	0.33	0.23	-0.32
Pa_1_10710	0.01	-0.21	0.15	-0.03	-0.01	0.08	-0.1	-0.1	0.26	0.15
Pa_1_10720	0.44	0.28	0.3	0.03	0.03	-0.03	-0.03	-0.19	-0.14	-0.6
Pa_1_10730	-0.41	-0.13	-0.18	0.18	0.4	0.06	0.24	0.19	-0.06	-0.22
Pa_1_10740	-0.04	0.15	-0.07	0.18	0.1	-0.19	-0.08	0	0	0.1
Pa_1_10750	-0.08	-0.78	-0.47	0.01	-0.09	0.23	0.86	0.96	0.78	-0.01
Pa_1_10760	-0.01	-0.07	0.27	0.07	0.04	0.01	0.05	-0.02	-0.44	-0.41
Pa_1_10770	0.28	-0.25	-0.08	-0.51	-0.22	-0.24	0.08	0.21	0.27	0.43
Pa_1_10775	-0.54	-0.33	0.1	0.17	0.41	-0.3	-0.35	-0.1	1.04	1.08
Pa_1_10780	0.06	-0.03	-0.05	0.14	0.2	0.03	-0.25	-0.08	-0.07	0.53
Pa_1_10790	-0.71	-0.58	0.07	0.25	-0.25	0.25	0.07	-0.07	-0.41	1.64
Pa_1_1080	1.35	0.91	0.39	0.28	0.01	-0.01	-0.44	-0.55	-0.41	-0.56
Pa_1_10800	0.03	-0.74	0.09	0.18	-0.09	0.2	-0.04	-0.03	-0.11	0.38
Pa_1_10810	0.13	-0.1	-0.16	0.11	-0.08	-0.04	0.26	0.54	0.04	-0.8
Pa_1_10820	-1.4	-0.84	0.25	0.35	0.28	0.16	-0.16	-0.41	-0.77	1.03
Pa_1_10830	-0.45	-0.02	0.28	0.25	0.04	0.02	-0.32	-0.42	-0.51	0.29
Pa_1_10840	1.62	0.88	0.16	-0.09	0.09	0.12	-0.1	-0.19	-0.21	-0.17
Pa_1_10850	0.8	0.59	0.01	-0.01	0.04	-0.01	-0.71	-0.46	-0.35	0.43
Pa_1_10860	-0.51	0.45	0.05	0.21	0.24	-0.05	-0.93	-1.14	-1.03	0.26
Pa_1_10870	0.18	0.62	0.18	0.06	-0.06	-0.17	-0.34	-0.45	-0.52	0.13
Pa_1_10880	-0.06	0.06	0.11	0.17	0.15	0.14	-0.19	-0.12	-0.16	-0.28
Pa_1_10890	0.3	0.57	0.06	-0.03	-0.34	-0.38	-0.43	0.03	0.03	-0.86
Pa_1_1090	1.11	0.79	0.52	0.38	0.04	-0.04	-0.7	-1.11	-1.3	-1.37
Pa_1_10900	-0.3	-1.16	-0.5	-0.59	0.02	0.31	0.85	0.45	0.13	-0.02
Pa_1_10910	0.02	-0.02	0.44	0.48	0.43	0.25	-0.1	-0.19	-0.29	-0.09
Pa_1_10920	-0.63	-0.38	0.26	0.37	0.44	0.27	0.18	-0.18	-0.31	-0.33
Pa_1_10930	0.12	-0.81	-0.05	-0.22	-0.18	0.32	0.74	0.46	0.05	-0.75
Pa_1_10940	-0.59	-0.38	-0.15	0.06	0.21	0.02	0.48	0.52	-0.02	-0.61
Pa_1_10950	-0.12	-0.07	-0.14	-0.05	0.08	0	0.05	0.12	0.02	0
Pa_1_10960	0.43	-0.45	-0.26	-0.13	-0.06	0.92	0.9	0.72	0.06	-0.79
Pa_1_10970	0.38	-0.35	0.13	-0.42	-0.32	-0.14	-0.13	0.26	0.75	0.76
Pa_1_10980	0.48	-0.6	-0.13	-0.35	-0.17	0.24	0.34	0.31	0.13	-0.19
Pa_1_10990	-0.54	-0.05	0.37	-0.34	0.05	0.38	0.49	0.2	-0.38	-1.03
Pa_1_110	4.24	2.58	0.85	0.13	-0.11	-0.41	-1.03	-1.71	-1.07	0.11
Pa_1_1100	-0.13	-0.17	0.22	0.8	0.29	0.13	-0.16	-0.36	0.13	-0.86
Pa_1_11000	-0.25	-0.44	-0.05	0.08	0.19	0.05	0.05	0.29	-0.15	-0.45
Pa_1_11010	-0.32	-0.02	0.01	-0.16	0.2	0.13	0.13	-0.07	0.19	-0.01
Pa_1_11020	-0.71	-0.26	-0.01	0.08	0.3	0.1	0.32	-0.19	-0.38	0.01
Pa_1_11030	-0.24	-0.22	-0.09	-0.03	0.03	-0.12	0.11	0.08	0.07	0.16
Pa_1_11040	-0.05	0.37	-0.1	-0.05	-0.01	-0.26	0.22	0.72	0.52	0.01
Pa_1_11050	-0.4	-0.27	-0.28	0.15	0.05	0.27	0.53	0.35	-0.05	-1.07
Pa_1_11060	0.11	-0.01	0	-0.02	0	0.32	0.37	0.31	-0.05	-0.27
Pa_1_11070	-0.22	0.19	0.48	0.14	0.25	0.22	-0.14	-0.36	-0.78	-1.13
Pa_1_11080	-0.2	-0.03	-0.05	0	0	0.19	0.39	0.51	0.18	-0.01
Pa_1_11090	-0.07	-0.36	-0.19	-0.04	-0.02	0.02	0.48	0.34	0.1	0.15
Pa_1_1110	-0.11	0.43	0.45	0.91	0.39	-0.04	-0.42	-0.52	0.04	-0.1
Pa_1_11100	0.28	-0.07	-0.24	0.01	-0.14	-0.11	0.17	0.15	0.02	-0.01
Pa_1_11110	-0.01	0.21	0.23	0.44	0.29	0.01	-0.33	-0.65	-0.82	-0.67
Pa_1_11120	-0.23	0.09	0.03	0.15	-0.03	-0.13	-0.06	0.06	-0.06	4.08
Pa_1_11130	-0.41	-0.8	0.04	-0.04	0.06	-0.12	-0.12	1.13	2.38	6.65
Pa_1_11140	-0.01	-0.06	0.54	0.51	-0.02	-0.18	-0.19	0.01	0.18	0.16
Pa_1_11150	-0.21	-0.08	0	-0.23	0	0.05	0.26	0.2	0.47	-0.08
Pa_1_11160	0.03	0.08	-0.33	-0.28	-0.38	-0.17	0.12	0.42	0.4	-0.03
Pa_1_11170	-0.38	-0.05	-0.21	-0.28	-0.13	0.05	0.27	0.14	0.23	0.6
Pa_1_11175	-0.18	-0.03	-0.17	-0.15	-0.09	0.28	0.03	0.48	2.67	6.67
Pa_1_11180	-0.29	-0.07	-0.19	-0.17	-0.08	0.07	0.08	0.45	0.95	6.43
Pa_1_11190	0.46	0.06	0.21	0	-0.2	-0.04	0	-0.13	-0.24	0.1
Pa_1_1120	-0.02	-0.39	0.38	0.02	0.2	-0.09	-0.31	-0.19	0.33	0.63
Pa_1_11200	0.32	0.25	-0.33	-0.09	0.42	0.09	-0.38	0.56	-0.14	-0.09
Pa_1_11210	0.04	-0.19	-0.1	-0.03	-0.14	-0.07	0.2	0.64	0.61	0.03
Pa_1_11220	-0.07	-0.16	-0.03	0.14	0.03	0.1	0.11	0.09	-0.36	-0.5
Pa_1_11230	0.13	0.12	0.38	-0.01	-0.09	0.01	0.11	-0.11	-0.34	-0.31
Pa_1_11240	0.29	-0.02	0.02	-0.02	-0.07	-0.37	-0.17	0.29	0.43	0.05
Pa_1_1125	0.21	0.13	0.34	-0.03	0.03	-0.58	-0.79	-0.47	0.11	-0.18
Pa_1_11250	1.12	0.43	0.59	0.09	-0.09	-0.11	-0.61	-0.33	-0.4	0.5
Pa_1_11260	0.19	-0.02	0.21	0.02	-0.17	-0.43	-0.94	-0.8	0.04	1.69
Pa_1_11270	-0.24	-0.1	0.32	0.1	0.35	0.37	0.5	-0.11	-0.42	-0.27
Pa_1_11280	0.85	0.26	-0.09	0	0	0.1	-0.49	-0.47	-0.42	0.26
Pa_1_11290	-0.17	0.75	0.43	0.59	0.37	0.17	-0.64	-0.64	-0.96	-0.46
Pa_1_1130	-0.4	0.06	0.63	0.6	0.6	0.18	-0.06	-0.37	-0.4	-0.82
Pa_1_11300	0.1	-0.06	0.08	0.06	-0.17	-0.09	-0.17	-0.1	0.11	0.27
Pa_1_11310	-0.18	-0.21	-0.25	-0.01	0.05	-0.15	0.08	0.18	0.01	0.01
Pa_1_11320	-0.54	-0.46	0.54	1.18	0.67	-0.07	-0.55	-0.72	0.07	0.11
Pa_1_11325	0.01	-0.33	-0.12	0.05	-0.18	-0.12	-0.01	0.29	0.17	0.18
Pa_1_11330	-0.71	-0.43	-0.28	-0.42	-0.29	0.28	1.05	2.65	4.04	4.13
Pa_1_11340	0.04	-0.21	-0.18	0.03	0.09	-0.33	-0.69	-0.03	0.25	0.93
Pa_1_11350	0.08	-0.08	0.33	0.49	0.47	0.37	-0.26	-0.45	-0.38	-0.1
Pa_1_11360	0.42	-0.57	0.38	0.4	0.62	0.09	-0.44	-0.93	-0.09	-0.71
Pa_1_11380	-0.29	-0.25	0.52	0.35	0.46	0.3	0.25	-0.37	-1.01	-2.11
Pa_1_11390	0.21	-0.2	-0.04	-0.23	-0.09	0.1	0.29	0.05	-0.02	0.02
Pa_1_1140	0.61	-0.15	-0.25	-0.4	-0.22	0.13	0.59	0.82	0.27	-0.13
Pa_1_11400	0.53	0.03	0.13	-0.17	-0.24	0.05	-0.04	0.2	-0.03	-0.5
Pa_1_11410	0.14	-0.03	0.21	0.1	-0.14	-0.12	0.04	0.03	-0.11	-0.05
Pa_1_11420	0.02	-0.25	0.29	1.39	0.73	-0.02	-0.1	0.11	-0.38	-0.95
Pa_1_11430	0.2	0.05	-0.17	0.07	-0.15	-0.05	0.12	0.2	-0.18	-0.09
Pa_1_11440	-0.54	-0.4	-0.4	0.08	-0.02	0.34	0.76	0.54	0.02	-0.54
Pa_1_11450	0.38	-0.13	-0.17	0.02	-0.02	0.3	0.45	0.27	-0.56	-2.4
Pa_1_11460	0.05	-0.31	-0.16	-0.41	-0.05	-0.1	0.29	0.6	0.29	0.14
Pa_1_11470	-0.43	0.16	0.05	-0.23	0.01	0.01	-0.01	-0.23	-0.41	0.45
Pa_1_11480	0.31	0.07	0.1	-0.04	-0.06	0.05	0.04	-0.1	-0.31	-0.11
Pa_1_11490	-1.13	-0.21	-0.15	0.03	0.3	0.36	0.46	-0.03	-0.15	0.1
Pa_1_1150	-1.93	-0.8	-0.87	-0.71	-0.3	0.3	1.36	2.09	1.52	2.1
Pa_1_11500	-0.65	-0.45	-0.08	-0.15	0.08	-0.1	0.32	0.52	0.49	0.3
Pa_1_11510	0.18	-0.05	-0.02	-0.09	-0.03	0.23	0.38	0.28	0.02	-0.1
Pa_1_11520	-0.3	-0.1	0.18	-0.16	0.16	-0.1	0.38	0.36	0.1	-0.2
Pa_1_11530	0.43	-0.26	-0.05	0.15	0.23	1.22	0.05	-0.49	-0.75	-0.23
Pa_1_11540	0.15	0.09	-0.07	0.02	-0.04	-0.02	0.1	0.25	-0.1	-0.35
Pa_1_11550	0.09	1.09	-0.09	0.12	0.66	-0.76	-0.93	-0.56	-0.1	0.27
Pa_1_11560	3.48	1.51	0.45	-0.37	0.11	0.14	-0.11	-1.14	-0.26	-0.28
Pa_1_11570	-0.32	-0.06	0.02	-0.18	-0.04	-0.02	0.48	1.12	1.21	2.04
Pa_1_11580	-0.01	0	-0.21	-0.15	0	-0.28	0.26	1.32	1.15	0.56
Pa_1_11590	0.09	0.32	0.07	0.03	0.06	-0.03	-0.14	-0.27	-0.75	-1.63
Pa_1_1160	-0.12	-0.15	0.26	0.31	-0.14	-0.03	-0.17	0.03	0.83	0.48
Pa_1_11600	-0.04	0.03	-0.06	-0.05	0.26	-0.03	0.21	0.64	0.3	-0.05
Pa_1_11610	-0.46	0.03	0.02	-0.01	0.01	0.09	-0.09	0.06	-0.42	-0.57
Pa_1_11620	0.07	0.05	-0.41	-0.11	-0.06	0.04	0	0	0.02	-0.16
Pa_1_11630	0.05	-0.1	-0.26	0.05	-0.06	0.01	0.41	0.52	-0.01	-0.78
Pa_1_11640	0.03	-0.22	-0.09	0.04	-0.09	0.06	0.26	0.24	-0.03	-0.05
Pa_1_11650	-0.15	-0.41	-0.01	0.06	0.01	0.15	0.32	0.17	-0.32	-1.43
Pa_1_11660	-0.23	0.43	0.95	0.83	1	0.23	-0.3	-0.5	-0.82	-0.46
Pa_1_11665	0.12	-0.1	-0.01	-0.05	0.02	0.02	0	0.1	0	-0.07
Pa_1_11670	-1.98	-2.69	-1.86	-0.61	0.3	1.82	0.76	1.44	0.31	-0.3
Pa_1_11680	0.01	0.14	0.17	0.57	0.11	-0.01	-0.41	-0.37	-0.19	-0.04
Pa_1_11690	-0.21	0.01	0.06	0.1	-0.01	0.02	-0.02	0.1	-0.01	-0.54
Pa_1_1170	0.7	0.19	0.51	0.23	-0.28	-0.29	-0.64	-0.08	0.08	-0.17
Pa_1_11700	0	-0.19	0.08	0.14	-0.02	0.45	0	0.29	-0.09	-0.04
Pa_1_11710	0.07	-0.18	-0.38	-0.28	-0.07	0.27	1.07	1.22	0.56	-0.9
Pa_1_11720	0.22	-0.56	-0.24	-0.16	-0.23	0.32	0.35	0.07	0	0
Pa_1_11730	-0.07	-0.23	-0.15	-0.13	0.07	0.1	0.32	0.45	0.26	-0.09
Pa_1_11740	0.2	-0.43	-0.2	-0.06	0.06	0.28	0.58	0.4	-0.27	-0.9
Pa_1_1175	0.45	-0.23	0.7	0.42	0.01	-0.01	-0.27	-0.26	-0.13	0.07
Pa_1_11750	0.37	0.01	-0.16	-0.15	-0.2	-0.13	-0.01	0.11	0.06	0.47
Pa_1_11760	0.55	0.27	0.27	-0.02	-0.06	0.02	-0.02	0.06	-0.15	-0.19
Pa_1_11770	0.16	0.02	0.16	0.08	-0.02	0.01	-0.06	-0.01	-0.27	-0.12
Pa_1_11780	0.21	-0.02	0.02	-0.22	-0.33	-0.04	0.07	0.16	0.23	-0.11
Pa_1_11790	0.71	0.86	0.36	0.45	0.15	-0.15	-0.57	-0.34	-0.39	-0.31
Pa_1_1180	-1.06	-1.69	-1.41	-1.08	-0.28	0.28	1.06	1.97	2.53	1.04
Pa_1_11800	-0.16	-0.15	-0.06	0.07	0.05	0.16	0.23	0.06	-0.05	-0.18
Pa_1_11810	0.27	-0.26	-0.17	-0.32	-0.35	-0.07	0.07	0.1	0.25	0.53
Pa_1_11820	0.28	-0.37	-0.19	-0.29	-0.4	0.11	0.14	0.07	-0.07	0.32
Pa_1_11830	0.5	-0.29	-0.02	-0.35	-0.06	0.02	0.27	0.4	0.1	-0.39
Pa_1_11840	-0.03	-0.56	-0.27	-0.42	0.13	0.04	0.33	0.19	0.03	-0.17
Pa_1_11850	-0.21	0.67	0.1	0.14	0.3	0.53	-0.1	-0.48	-0.95	-0.49
Pa_1_11860	-0.28	-0.34	-0.53	-0.09	0.23	-0.14	0.09	0.56	0.45	2.11
Pa_1_11865	-0.43	-0.4	-0.74	-0.43	0.19	0.51	1.55	1.95	2.03	-0.19
Pa_1_11870	-0.53	-0.03	-0.16	-0.71	-0.23	0.03	0.81	1.16	1.05	0.11
Pa_1_11880	-0.08	0.15	-0.15	0.19	-0.19	-0.13	-0.23	0.08	0.28	0.2
Pa_1_11890	0.34	0.01	0.05	-0.2	-0.36	-0.05	-0.08	-0.01	0.76	1.24
Pa_1_1190	-0.12	0.74	0.05	-0.05	-0.33	-0.4	-0.81	0.46	1.21	2.24
Pa_1_11900	-0.07	-0.5	-0.21	-0.14	-0.25	0.07	0.33	0.42	0.43	0.78
Pa_1_11910	0.01	-0.18	0.28	0.1	-0.12	0.33	-0.01	-0.26	-0.22	3.25
Pa_1_11920	-0.18	-0.41	0.45	0.54	0	0	0.17	-0.03	-0.14	0.91
Pa_1_11930	0.19	0.08	0.25	-0.08	-0.25	-0.4	-0.33	-0.1	0.08	1.46
Pa_1_1194	0.97	-0.26	0.13	-0.13	-0.19	-0.7	-0.91	0.19	0.27	0.99
Pa_1_11940	0.64	0.58	0.36	0.05	-0.05	-0.14	-0.45	-0.31	-0.28	0.96
Pa_1_11950	0.01	-0.13	-0.01	-0.04	-0.06	-0.01	0.07	0.03	0.11	0.77
Pa_1_11960	0.15	-0.01	-0.23	-0.02	-0.32	-0.17	0.01	0.62	0.95	0.9
Pa_1_1197	-0.09	0.12	0.89	0.63	-0.38	-0.55	-0.8	-0.42	0.09	1.1
Pa_1_11970	-0.04	-0.23	-0.24	0.04	-0.16	0.09	0.44	0.74	0.4	-0.34
Pa_1_11980	-0.02	0.08	-0.16	-0.2	-0.28	-0.19	0.08	0.39	0.5	0.02
Pa_1_11990	0.05	-0.3	-0.05	-0.21	-0.13	-0.17	0.39	0.57	0.26	0.05
Pa_1_120	-0.69	0.22	-0.26	0.14	0.03	-0.06	0.01	0.21	-0.01	-0.17
Pa_1_1200	-0.41	0.36	-0.09	0.7	0.6	0.21	-0.2	0.09	-0.37	-0.35
Pa_1_12000	0.22	-0.23	-0.01	-0.06	-0.17	0.01	0.36	0.46	0.12	-0.08
Pa_1_12010	-0.12	-0.36	-0.33	-0.2	0.12	0.25	0.66	0.75	0.22	-0.53
Pa_1_12020	0.12	-0.25	-0.59	-0.52	-0.46	-0.12	1.01	1.74	1.64	0.28
Pa_1_12025	-0.33	-0.07	0.02	-0.19	0.06	-0.18	0.27	0.13	0.12	-0.02
Pa_1_12030	0.01	0.24	0.23	0.63	0.49	-0.04	-0.01	-0.3	-0.58	-0.86
Pa_1_12040	0.32	-0.34	-0.38	-0.59	-0.23	0.23	0.24	0.66	0.35	-0.29
Pa_1_12050	0.51	-0.4	-0.01	-0.62	-0.12	0.01	0.24	0.41	0.06	-0.09
Pa_1_12060	0.45	-0.18	-0.37	-0.42	0.02	-0.12	0.04	-0.02	0.59	1.01
Pa_1_12070	-0.38	-0.64	0.05	-0.05	0.21	0.12	0.59	0.54	-0.12	-1.56
Pa_1_12080	0.09	0.05	-0.21	-0.02	-0.07	0.02	0.14	0.31	-0.03	-0.43
Pa_1_12090	0.18	-0.23	-0.38	-0.29	-0.19	-0.03	0.31	0.38	0.55	0.03
Pa_1_1210	-0.29	-0.45	-0.04	0.06	-0.05	-0.16	0.04	0.48	0.74	3.7
Pa_1_12100	0.1	-0.26	-0.2	-0.14	-0.19	-0.07	0.17	0.07	0.57	0.27
Pa_1_12110	-0.01	0.04	-0.02	0.01	-0.13	0.01	0.02	0.06	-0.03	-0.34
Pa_1_12120	0.4	0.03	-0.03	-0.07	-0.22	0.19	0.17	0.19	-0.06	-0.11
Pa_1_12130	-0.06	-0.2	-0.22	0.16	0.06	-0.05	0.36	0.44	0.05	-0.7
Pa_1_12140	-0.08	0.07	-0.16	0.11	0.01	-0.17	0.13	-0.01	0.03	-0.15
Pa_1_1215	-0.05	1.52	0.17	0	-0.2	0	-0.01	0.68	0.32	-0.52
Pa_1_12150	-0.23	-0.05	-0.27	-0.17	-0.2	0.05	0.3	0.2	0.07	0.58
Pa_1_12160	0.7	0.67	0.33	-0.09	0.08	-0.1	-0.56	-0.66	-0.08	0.63
Pa_1_12170	0.31	0.71	-0.03	0.39	0.03	-0.38	-1.1	-2.31	-1.37	1.52
Pa_1_12180	-0.29	-0.08	-0.15	-0.41	-0.13	0.08	0.09	1.9	3.74	3.12
Pa_1_12190	-0.16	-0.13	-0.26	0.18	-0.06	-0.2	0.06	1.72	3.36	2.85
Pa_1_1220	-0.01	0.41	-0.07	-0.3	-0.23	0.01	0.39	1.2	0.97	-0.3
Pa_1_12200	0.19	-0.58	-0.25	-0.11	-0.08	0.55	0.92	0.7	0.08	-1.3
Pa_1_12210	-0.19	-0.19	-0.17	-0.07	0.07	0.29	0.78	0.92	0.46	-0.43
Pa_1_12220	-0.99	-0.17	2.92	1.3	0.08	-0.17	-0.18	0.14	-0.08	1.79
Pa_1_12230	-0.31	-0.19	-0.31	-0.11	0.11	-0.21	0.24	0.72	0.76	0.67
Pa_1_12240	0.45	0.05	0.33	-0.06	-0.05	0.24	0.15	-0.19	-0.19	-0.34
Pa_1_12250	0.46	-0.06	-0.04	-0.04	-0.08	0.04	0.37	0.41	0.26	-0.3
Pa_1_12260	0.01	0.05	-0.01	-0.14	-0.46	-0.39	-0.25	0.09	0.12	0.12
Pa_1_12270	0.33	0.02	-0.09	-0.23	-0.18	-0.02	0.43	0.47	0.13	-0.6
Pa_1_12280	0.85	0.9	-0.01	0.01	-0.13	0.21	-0.36	-0.95	-0.86	0.02
Pa_1_12290	0.51	-0.24	-0.12	-0.42	-0.16	-0.17	0.12	0.15	0.5	0.43
Pa_1_1230	0.69	2	-0.06	-0.11	-0.01	0.51	0.01	-0.17	-0.01	3.99
Pa_1_12300	-0.01	0.07	0	-0.1	0	-0.01	0.27	0.4	0.07	-0.37
Pa_1_12310	0.64	0.14	0.17	-0.04	-0.02	0.15	0.02	-0.35	-0.56	-0.19
Pa_1_12320	0.86	-0.07	0.68	0.43	-0.03	0.23	0.03	-0.34	-0.53	-0.88
Pa_1_12330	-0.09	-0.2	0.47	0.46	0.45	0.27	0.09	-0.53	-0.91	-0.41
Pa_1_12340	0.28	-0.09	0.17	0.04	0.03	-0.03	0.05	-0.29	-0.67	-1.24
Pa_1_12350	0.32	0.87	0.51	0.16	0.33	-0.16	-0.2	-0.47	-1.19	-2.09
Pa_1_12360	0.1	0.43	0.28	0.09	-0.09	-0.3	-0.18	-0.35	-0.4	0.21
Pa_1_12370	0.43	0.68	0.42	0.07	0	0	-0.11	-0.53	-0.54	-0.38
Pa_1_12380	-0.06	-0.04	0.27	0.33	0.16	0	0.15	-0.08	0	-0.31
Pa_1_12390	-0.34	-0.08	-0.34	0.01	0.1	-0.06	-0.01	0.49	0.43	1.75
Pa_1_1240	-0.5	-0.03	0.92	0.85	0.95	0.72	-0.19	-1.53	-1.3	0.03
Pa_1_12400	-0.23	0.22	0.09	-0.14	-0.33	0.04	0.52	0.63	-0.04	-0.46
Pa_1_12410	-0.38	-0.28	-0.17	0.01	0.05	-0.01	0.69	0.77	0.13	-0.88
Pa_1_12420	-0.03	-0.05	0.19	0.03	-0.12	-0.12	0.28	0.38	0.32	-0.18
Pa_1_12430	0	-0.32	0.06	-0.11	-0.29	0	0.18	0.25	0.24	-0.41
Pa_1_12440	0.6	0.33	0.43	0.59	0.16	-0.16	-0.43	-0.48	-0.5	-0.66
Pa_1_12450	-0.19	0.46	0.49	0.91	0.68	0.19	-0.62	-1.01	-1.69	-1.97
Pa_1_12460	-0.08	0.33	-0.02	0.14	0.09	0.01	-0.02	-0.1	-0.01	0.23
Pa_1_12470	0	-0.43	-0.41	-0.54	-0.57	0.06	0	0.04	0.08	0.48
Pa_1_12480	0.2	-0.11	0.15	-0.25	-0.32	-0.02	0.02	0.09	0.04	-0.13
Pa_1_12490	0.16	0.31	0.33	0.25	0.14	-0.14	-0.41	-0.83	-1.16	-0.96
Pa_1_1250	-0.15	0.29	0.26	0.27	0.07	0.25	-0.07	-0.08	-0.16	-0.18
Pa_1_12500	-0.06	-0.05	0.25	0.29	0.18	0.1	0.05	-0.1	-0.41	-0.54
Pa_1_12507	0	0.67	0.03	0.04	0.22	0	-0.06	-0.42	-0.22	-0.19
Pa_1_12510	0.31	-0.25	-0.2	-0.42	-0.56	-0.34	0.2	0.9	1.15	0.56
Pa_1_12520	0.13	1.08	-0.51	-0.21	-0.24	0.2	-0.13	-0.77	0.21	1.95
Pa_1_12525	-0.46	0.14	-0.03	0.39	0.54	0.22	0.03	-0.23	-0.16	-0.11
Pa_1_12530	-2.11	-0.65	-0.88	-1.37	-0.27	0.27	1.24	1.55	1.88	1
Pa_1_12540	0.01	-0.55	0.27	0.6	-0.01	-0.14	-0.33	-0.01	0.6	1.7
Pa_1_12550	0.31	-0.67	-0.44	-0.46	-0.54	0.02	0.18	-0.01	0.01	0.87
Pa_1_12560	0.25	0.03	0.2	-0.1	-0.03	0.02	0.08	-0.02	-0.11	-0.11
Pa_1_12570	-0.15	0.83	0.27	0.19	0.15	0.25	-0.17	-0.64	-0.73	-0.36
Pa_1_12580	0	0.12	-0.1	0.09	0	0.08	0.03	-0.06	-0.27	-0.68
Pa_1_12590	0.35	0.61	0.23	0	-0.09	-0.16	-0.27	0	-0.15	0.25
Pa_1_1260	0	-0.03	0.13	0.25	0.22	0	0.02	-0.28	-0.58	-0.72
Pa_1_12600	0.24	-0.25	-0.22	-0.25	-0.36	0	0.19	0.21	0.27	0
Pa_1_12610	-0.03	0.46	0.13	-0.13	-0.15	0.08	-0.33	-0.39	0.03	1.01
Pa_1_12620	-0.16	-0.11	-0.07	-0.04	0.04	-0.05	0.06	0.1	0.26	0.28
Pa_1_12630	-0.02	-0.82	-0.54	0.02	-0.24	0.05	0.47	0.43	0.4	-0.1
Pa_1_12640	0.42	0.88	0.45	-0.01	0.05	0.01	-0.28	-0.27	-0.36	-0.31
Pa_1_12650	0.28	0.28	-0.16	-0.14	-0.13	-0.02	0.03	0.02	-0.47	1.02
Pa_1_12660	0.26	-0.14	-0.35	-0.3	-0.35	-0.21	0.14	0.34	0.19	0.22
Pa_1_12670	0.34	0.05	-0.05	-0.07	-0.06	0.05	0.25	0.22	-0.1	-0.19
Pa_1_12680	-0.3	0.08	0.05	-0.11	-0.17	-0.02	0.02	0.22	0.03	-0.12
Pa_1_12690	-0.63	-0.21	0.43	0.44	0.17	0.14	-0.14	0.15	-0.47	-0.64
Pa_1_1270	4.66	3.55	1.83	0.3	0.09	-0.09	-0.7	-1.79	-1.39	-1.01
Pa_1_12700	0.47	0.63	0.26	0.28	-0.01	0.01	-0.17	-0.27	-0.48	-0.9
Pa_1_12710	0.01	0.16	-0.09	0.32	-0.01	0.15	0.04	-0.21	-0.39	-0.3
Pa_1_12720	-0.18	-0.03	-0.17	0.35	0.08	0.1	-0.21	-0.39	0.03	1.36
Pa_1_12730	-0.41	-0.04	0.47	0.51	0.16	0.41	0.04	-0.39	-0.38	-0.82
Pa_1_12740	0.03	0.16	-0.35	-0.03	-0.21	-0.23	-0.1	0.23	0.19	0.51
Pa_1_12750	0.49	0	0.29	0.06	-0.02	0	-0.01	0.14	-0.48	-1.08
Pa_1_12760	0	0.19	0.3	0.23	0	-0.26	-0.11	0.11	-0.4	-1.08
Pa_1_12770	0	0.02	0.18	0	-0.01	0.09	0.1	-0.02	-0.33	-0.57
Pa_1_12780	-0.03	0.03	-0.08	-0.05	-0.14	-0.03	0.35	0.39	0.32	0.17
Pa_1_12790	-0.16	-0.03	-0.42	-0.13	-0.16	0.03	0.12	0.06	0.18	0.37
Pa_1_1280	-0.2	0.03	-0.03	0.25	0.03	-0.15	-0.21	-0.14	0.39	3.61
Pa_1_12800	0.38	-0.18	-0.34	-0.26	-0.02	0.02	0.06	-0.05	0.08	0.41
Pa_1_12810	-0.52	0.72	-0.29	-0.01	0.25	0.13	0.21	-0.24	-0.2	0.01
Pa_1_12820	0.59	-0.3	-0.14	-0.39	-0.1	0.1	0.42	0.49	0.11	-0.45
Pa_1_12830	0.3	0.07	-0.12	-0.13	-0.27	-0.01	0.11	0.2	0.01	-0.37
Pa_1_12840	0.16	0.36	0.05	-0.11	-0.13	-0.2	-0.01	0.01	-0.12	0.29
Pa_1_12850	-0.3	0.01	0.13	-0.04	0.2	0.03	0	0	-0.67	-1.11
