Orthogroup	UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
OG0006722	tr|Q2H6X1|Q2H6X1_CHAGB	tr|Q7RXA1|Q7RXA1_NEUCR	tr|F7W315|F7W315_SORMK		Pa_7_11160|chrm7|Putative
OG0006723	tr|Q2HEQ7|Q2HEQ7_CHAGB	tr|Q7SFG3|Q7SFG3_NEUCR	tr|F7VR60|F7VR60_SORMK		Pa_1_4960|chrm1|Putative
OG0006724	tr|Q2GUD6|Q2GUD6_CHAGB	tr|Q7S5M9|Q7S5M9_NEUCR	tr|F7W5K4|F7W5K4_SORMK		Pa_4_750|chrm4|Putative
OG0006725	tr|Q2GYH5|Q2GYH5_CHAGB	tr|Q1K6S8|Q1K6S8_NEUCR	tr|F7W413|F7W413_SORMK		Pa_2_13040|chrm2|Putative
OG0006726	tr|Q2H4D5|Q2H4D5_CHAGB	tr|Q7SFS7|Q7SFS7_NEUCR	tr|F7VV08|F7VV08_SORMK		Pa_1_19200|chrm1|Putative
OG0006727	tr|Q2H4K2|Q2H4K2_CHAGB	tr|Q7SE45|Q7SE45_NEUCR	tr|F7VUS4|F7VUS4_SORMK		Pa_1_20130|chrm1|Putative
OG0006728	tr|Q2H6T0|Q2H6T0_CHAGB	tr|U9W2W2|U9W2W2_NEUCR	tr|F7W7J0|F7W7J0_SORMK	tr|G0RJ37|G0RJ37_HYPJQ	
OG0006729	tr|Q2H705|Q2H705_CHAGB	sp|Q7SBU6|EAF1_NEUCR	tr|F7W128|F7W128_SORMK		Pa_7_11230|chrm7|Putative
OG0006730	tr|Q2H741|Q2H741_CHAGB	tr|Q7SBE1|Q7SBE1_NEUCR	tr|F7W0Z3|F7W0Z3_SORMK		Pa_7_11610|chrm7|Putative
OG0006731	tr|Q2H8Q9|Q2H8Q9_CHAGB	tr|Q7RZX7|Q7RZX7_NEUCR	tr|F7W3R8|F7W3R8_SORMK		Pa_7_2850|chrm7|Putative
OG0006732	tr|Q2H9E1|Q2H9E1_CHAGB	tr|Q7S2Z1|Q7S2Z1_NEUCR	tr|F7VSA2|F7VSA2_SORMK		Pa_7_6960|chrm7|Putative
OG0006733	tr|Q2HCP0|Q2HCP0_CHAGB	tr|Q7SHM2|Q7SHM2_NEUCR	tr|F7VLE2|F7VLE2_SORMK		Pa_1_1310|chrm1|Putative
OG0006734	tr|Q2HCQ2|Q2HCQ2_CHAGB	tr|Q7SGM3|Q7SGM3_NEUCR	tr|F7W9R6|F7W9R6_SORMK, tr|F7WBF1|F7WBF1_SORMK		
OG0006735	tr|Q2HDW8|Q2HDW8_CHAGB	tr|Q7SEN1|Q7SEN1_NEUCR	tr|F7W1W9|F7W1W9_SORMK		Pa_1_6968|chrm1|Putative
OG0006736	tr|Q2HEP5|Q2HEP5_CHAGB	tr|Q7SET2|Q7SET2_NEUCR	tr|F7VQP6|F7VQP6_SORMK		Pa_1_4830|chrm1|Putative
OG0006737	tr|Q2HHB5|Q2HHB5_CHAGB	tr|Q7S4W7|Q7S4W7_NEUCR	tr|F7VVF3|F7VVF3_SORMK		Pa_5_6180|chrm5|Putative
OG0006738	tr|Q2GMU6|Q2GMU6_CHAGB	tr|Q7SC42|Q7SC42_NEUCR	tr|F7VQ27|F7VQ27_SORMK		Pa_3_10640|chrm3|Putative
OG0006739	tr|Q2GNL5|Q2GNL5_CHAGB	tr|Q1K8Z6|Q1K8Z6_NEUCR	tr|F7VPY3|F7VPY3_SORMK		Pa_3_9500|chrm3|Putative
OG0006740	tr|Q2GU87|Q2GU87_CHAGB	tr|Q7S4S1|Q7S4S1_NEUCR	tr|F7W5S6|F7W5S6_SORMK		Pa_4_1290|chrm4|Putative
OG0006741	tr|Q2GVA3|Q2GVA3_CHAGB	tr|Q7RX24|Q7RX24_NEUCR	tr|F7W9W8|F7W9W8_SORMK		Pa_3_5970|chrm3|Putative
OG0006742	tr|Q2GZC0|Q2GZC0_CHAGB	tr|Q7S384|Q7S384_NEUCR	tr|F7WBN1|F7WBN1_SORMK		Pa_3_1950|chrm3|Putative
OG0006743	tr|Q2H9K7|Q2H9K7_CHAGB	sp|Q7SB49|DNLI4_NEUCR		tr|G0REV3|G0REV3_HYPJQ	Pa_7_6470|chrm7|Pamus-53
OG0006744	tr|Q2HG49|Q2HG49_CHAGB	tr|Q7SD02|Q7SD02_NEUCR	tr|F7VXH3|F7VXH3_SORMK		Pa_1_12120|chrm1|Putative
OG0006745	tr|Q2HHV8|Q2HHV8_CHAGB	tr|Q7RWL5|Q7RWL5_NEUCR	tr|F7W497|F7W497_SORMK		Pa_3_9950|chrm3|Putative
OG0006746	tr|Q2GN42|Q2GN42_CHAGB		tr|F7W512|F7W512_SORMK	tr|G0RW81|G0RW81_HYPJQ	Pa_2_5380|chrm2|Putative
OG0006747	tr|Q2GP85|Q2GP85_CHAGB	tr|V5INI4|V5INI4_NEUCR	tr|F7VPL7|F7VPL7_SORMK	tr|G0R8B0|G0R8B0_HYPJQ	
OG0006748	tr|Q2GR86|Q2GR86_CHAGB	tr|Q7RXS2|Q7RXS2_NEUCR	tr|F7VS41|F7VS41_SORMK		Pa_3_5180|chrm3|Putative
OG0006749	tr|Q2GVJ9|Q2GVJ9_CHAGB	tr|Q1K4X8|Q1K4X8_NEUCR	tr|F7VP80|F7VP80_SORMK		Pa_3_5310|chrm3|Putative
OG0006750	tr|Q2GZD1|Q2GZD1_CHAGB	tr|Q7S5S2|Q7S5S2_NEUCR	tr|F7W013|F7W013_SORMK		Pa_3_2890|chrm3|Putative
OG0006751	tr|Q2H628|Q2H628_CHAGB	tr|Q7SCW7|Q7SCW7_NEUCR	tr|F7W986|F7W986_SORMK		Pa_1_16480|chrm1|Putative
OG0006752	tr|Q2H6D1|Q2H6D1_CHAGB	tr|Q7RX79|Q7RX79_NEUCR	tr|F7VKB6|F7VKB6_SORMK		Pa_7_9340|chrm7|Putative
OG0006753	tr|Q2HC29|Q2HC29_CHAGB				Pa_5_1830|chrm5|Putative, Pa_5_3070|chrm5|Putative, Pa_6_655|chrm6|Putative
OG0006754	tr|Q2HCE9|Q2HCE9_CHAGB	tr|V5IR91|V5IR91_NEUCR	tr|F7VKM2|F7VKM2_SORMK		Pa_1_810|chrm1|Putative
OG0006755	tr|Q2HCI4|Q2HCI4_CHAGB	tr|Q7SDQ3|Q7SDQ3_NEUCR	tr|F7VLK4|F7VLK4_SORMK		Pa_1_300|chrm1|Putative
OG0006756	tr|Q2H0A9|Q2H0A9_CHAGB	tr|Q7RW60|Q7RW60_NEUCR	tr|F7VRU9|F7VRU9_SORMK		Pa_3_4630|chrm3|Putative
OG0006757	tr|Q2H3X0|Q2H3X0_CHAGB	tr|V5IQ73|V5IQ73_NEUCR	tr|F7VSP3|F7VSP3_SORMK		Pa_1_21000|chrm1|Putative
OG0006758	tr|Q2H4G3|Q2H4G3_CHAGB		tr|F7W8Y3|F7W8Y3_SORMK		Pa_1_19000|chrm1|Putative, Pa_4_5460|chrm4|Putative
OG0006759	tr|Q2HAR6|Q2HAR6_CHAGB	tr|Q7S7G1|Q7S7G1_NEUCR	tr|F7W0H3|F7W0H3_SORMK		Pa_2_2420|chrm2|Putative
OG0006760	tr|Q2GSM9|Q2GSM9_CHAGB	tr|V5ILB6|V5ILB6_NEUCR	tr|F7W020|F7W020_SORMK		Pa_4_7330|chrm4|Putative
OG0006761	tr|Q2GYI0|Q2GYI0_CHAGB	tr|Q7S7F2|Q7S7F2_NEUCR		tr|G0RT99|G0RT99_HYPJQ	Pa_2_13170|chrm2|Putative
OG0006762	tr|Q2GYM2|Q2GYM2_CHAGB	tr|Q7S1J6|Q7S1J6_NEUCR	tr|F7WC48|F7WC48_SORMK		Pa_2_14240|chrm2|Putative
OG0006763	tr|Q2HAL8|Q2HAL8_CHAGB	tr|Q7SCN5|Q7SCN5_NEUCR	tr|F7W198|F7W198_SORMK		Pa_1_14110|chrm1|Putative
OG0006764	tr|Q2GNL0|Q2GNL0_CHAGB	tr|Q1K8R2|Q1K8R2_NEUCR	tr|F7VZH5|F7VZH5_SORMK		Pa_3_9180|chrm3|Putative
OG0006765	tr|Q2H068|Q2H068_CHAGB	tr|V5IPJ1|V5IPJ1_NEUCR	tr|F7VRM9|F7VRM9_SORMK		Pa_3_4450|chrm3|Putative
OG0006766	tr|Q2H5S1|Q2H5S1_CHAGB			tr|G0REN8|G0REN8_HYPJQ, tr|G0RT53|G0RT53_HYPJQ	Pa_1_18250|chrm1|Putative
OG0006767	tr|Q2HBB6|Q2HBB6_CHAGB	tr|Q1K6Z4|Q1K6Z4_NEUCR	tr|F7W4U1|F7W4U1_SORMK		Pa_2_9145|chrm2|Putative
OG0006768		tr|A7UWB2|A7UWB2_NEUCR	tr|F7VWX6|F7VWX6_SORMK	tr|G0R8Y4|G0R8Y4_HYPJQ	Pa_2_3545|chrm2|Putative
OG0006769		tr|Q7RWE1|Q7RWE1_NEUCR	tr|F7W5Z1|F7W5Z1_SORMK	tr|G0RI15|G0RI15_HYPJQ	Pa_5_3420|chrm5|Putative
OG0006770		tr|Q7RXI6|Q7RXI6_NEUCR	tr|F7W694|F7W694_SORMK	tr|G0R7T3|G0R7T3_HYPJQ	Pa_4_2545|chrm4|Putative
OG0006771		tr|V5IKN6|V5IKN6_NEUCR	tr|F7VWG3|F7VWG3_SORMK	tr|G0RIM6|G0RIM6_HYPJQ	Pa_4_3730|chrm4|Putative
OG0006772		tr|A7UVX5|A7UVX5_NEUCR	tr|F7VR43|F7VR43_SORMK	tr|G0RU15|G0RU15_HYPJQ	Pa_1_1060|chrm1|Putative
OG0006773		tr|Q7S2E9|Q7S2E9_NEUCR	tr|F7W547|F7W547_SORMK	tr|G0RC46|G0RC46_HYPJQ	Pa_4_8060|chrm4|Putative
OG0006774		tr|Q7SA61|Q7SA61_NEUCR	tr|F7VND9|F7VND9_SORMK	tr|G0R980|G0R980_HYPJQ	Pa_6_3240|chrm6|Putative
OG0006775		sp|Q7SB51|FEX1_NEUCR	tr|F7VK36|F7VK36_SORMK	tr|G0REV4|G0REV4_HYPJQ	Pa_7_6530|chrm7|Putative
OG0006776		tr|Q7SBK7|Q7SBK7_NEUCR, tr|Q7SBK8|Q7SBK8_NEUCR	tr|F7WBS7|F7WBS7_SORMK, tr|F7WBS8|F7WBS8_SORMK		
OG0006777		tr|Q1K7D6|Q1K7D6_NEUCR	tr|F7VZ19|F7VZ19_SORMK	tr|G0RGK7|G0RGK7_HYPJQ	Pa_2_8890|chrm2|Putative
OG0006778		sp|Q7RXX8|CSN5_NEUCR	tr|F7VS67|F7VS67_SORMK	tr|G0RJQ8|G0RJQ8_HYPJQ	Pa_7_5520|chrm7|Putative
OG0006779		tr|Q7S3E1|Q7S3E1_NEUCR, tr|Q7S3E2|Q7S3E2_NEUCR, tr|Q7S9S6|Q7S9S6_NEUCR	tr|F7W3D5|F7W3D5_SORMK		
OG0006780		tr|Q7RWW7|Q7RWW7_NEUCR, tr|Q7RWW8|Q7RWW8_NEUCR, tr|Q7SBL6|Q7SBL6_NEUCR	tr|F7W1U0|F7W1U0_SORMK		
OG0006781		tr|Q7SC10|Q7SC10_NEUCR	tr|F7W9M4|F7W9M4_SORMK		Pa_3_10090|chrm3|Putative, Pa_6_8200|chrm6|Putative
OG0006782		sp|Q7SF55|SDHF3_NEUCR	tr|F7VLV1|F7VLV1_SORMK	tr|G0RDB5|G0RDB5_HYPJQ	Pa_1_11390|chrm1|Putative
OG0006783		tr|Q7SFT5|Q7SFT5_NEUCR	tr|F7VQX9|F7VQX9_SORMK	tr|G0RI05|G0RI05_HYPJQ	Pa_1_5640|chrm1|Putative
OG0006784		tr|Q7SHY9|Q7SHY9_NEUCR	tr|F7VQJ4|F7VQJ4_SORMK	tr|G0RPR6|G0RPR6_HYPJQ	Pa_1_17220|chrm1|Putative
OG0006785		tr|A7UX65|A7UX65_NEUCR	tr|F7VVK2|F7VVK2_SORMK		Pa_5_6800|chrm5|Putative, Pa_5_7720|chrm5|Putative
OG0006786		tr|Q7RXR2|Q7RXR2_NEUCR	tr|F7W355|F7W355_SORMK	tr|G0RWV4|G0RWV4_HYPJQ	Pa_7_8700|chrm7|Putative
OG0006787		tr|Q7RZZ8|Q7RZZ8_NEUCR	tr|F7VSH1|F7VSH1_SORMK	tr|G0R850|G0R850_HYPJQ	Pa_7_6330|chrm7|Putative
OG0006788		tr|Q7S632|Q7S632_NEUCR	tr|F7VW43|F7VW43_SORMK	tr|G0RC50|G0RC50_HYPJQ	Pa_4_9100|chrm4|Putative
OG0006789		tr|Q7SAR1|Q7SAR1_NEUCR	tr|F7VRY3|F7VRY3_SORMK	tr|G0RBF5|G0RBF5_HYPJQ	Pa_3_3240|chrm3|Putative
OG0006790		tr|V5IQP7|V5IQP7_NEUCR	tr|F7VRK4|F7VRK4_SORMK	tr|G0RX28|G0RX28_HYPJQ	Pa_3_4090|chrm3|Putative
OG0006791		tr|V5IRQ8|V5IRQ8_NEUCR	tr|F7VQG2|F7VQG2_SORMK	tr|G0RQI8|G0RQI8_HYPJQ	Pa_1_14880|chrm1|Putative
OG0006792		tr|Q1K4Q6|Q1K4Q6_NEUCR	tr|F7VP22|F7VP22_SORMK	tr|G0RS41|G0RS41_HYPJQ	Pa_3_7190|chrm3|Putative
OG0006793		tr|Q1K652|Q1K652_NEUCR	tr|F7VXD9|F7VXD9_SORMK	tr|G0RE23|G0RE23_HYPJQ	Pa_2_550|chrm2|Putative
OG0006794		tr|Q7RX50|Q7RX50_NEUCR	tr|F7W4D2|F7W4D2_SORMK	tr|G0RP83|G0RP83_HYPJQ	Pa_5_7290|chrm5|Putative
OG0006795		tr|Q7S303|Q7S303_NEUCR	tr|F7VSI0|F7VSI0_SORMK	tr|G0R853|G0R853_HYPJQ	Pa_7_7760|chrm7|Putative
OG0006796		tr|V5IPK5|V5IPK5_NEUCR	tr|F7VY30|F7VY30_SORMK	tr|G0RXH7|G0RXH7_HYPJQ	Pa_1_4220|chrm1|Putative
OG0006797		tr|V5IQY7|V5IQY7_NEUCR	tr|F7VXJ7|F7VXJ7_SORMK	tr|G0RMB6|G0RMB6_HYPJQ	Pa_1_11930|chrm1|Putative
OG0006798		sp|Q07335|TOM22_NEUCR	tr|F7VS36|F7VS36_SORMK	tr|G0REI7|G0REI7_HYPJQ	Pa_7_6480|chrm7|Putative
OG0006799		tr|Q7S212|Q7S212_NEUCR	tr|F7W524|F7W524_SORMK	tr|G0RUC1|G0RUC1_HYPJQ	Pa_4_6840|chrm4|Putative
OG0006800		tr|Q7S260|Q7S260_NEUCR	tr|F7W8D0|F7W8D0_SORMK	tr|G0R8N5|G0R8N5_HYPJQ	Pa_1_21430|chrm1|Putative
OG0006801		tr|Q7S6L0|Q7S6L0_NEUCR	tr|F7VW86|F7VW86_SORMK	tr|G0RWF9|G0RWF9_HYPJQ	Pa_4_9390|chrm4|Putative
OG0006802		tr|Q7S874|Q7S874_NEUCR	tr|F7VUA8|F7VUA8_SORMK	tr|G0REP0|G0REP0_HYPJQ	Pa_3_1410|chrm3|Putative
OG0006803		tr|Q7SAH2|Q7SAH2_NEUCR	tr|F7VN02|F7VN02_SORMK	tr|G0RA25|G0RA25_HYPJQ	Pa_1_23035|chrm1|Putative
OG0006804		tr|A7UXH2|A7UXH2_NEUCR, tr|Q7S325|Q7S325_NEUCR, tr|U9W7Y6|U9W7Y6_NEUCR	tr|F7WC78|F7WC78_SORMK		
OG0006805		tr|Q7SGG9|Q7SGG9_NEUCR	tr|F7VKI4|F7VKI4_SORMK	tr|G0R717|G0R717_HYPJQ	Pa_1_7810|chrm1|Putative
OG0006806		tr|V5ILS5|V5ILS5_NEUCR	tr|F7W902|F7W902_SORMK	tr|G0RH72|G0RH72_HYPJQ	Pa_0_1050|chrm2|Putative
OG0006807		tr|Q1K860|Q1K860_NEUCR	tr|F7VTU3|F7VTU3_SORMK	tr|G0RMD2|G0RMD2_HYPJQ	Pa_2_10640|chrm2|Putative
OG0006808		tr|Q7S1A4|Q7S1A4_NEUCR	tr|F7VY70|F7VY70_SORMK	tr|G0RT03|G0RT03_HYPJQ	Pa_7_4410|chrm7|Putative
OG0006809		tr|Q7SA41|Q7SA41_NEUCR	tr|F7VUH5|F7VUH5_SORMK	tr|G0RVC4|G0RVC4_HYPJQ	Pa_6_10230|chrm6|Putative
OG0006810		tr|Q1K6G0|Q1K6G0_NEUCR	tr|F7VTM2|F7VTM2_SORMK	tr|G0RUZ9|G0RUZ9_HYPJQ	Pa_2_3100|chrm2|Putative
OG0006811		tr|Q1K7F9|Q1K7F9_NEUCR	tr|F7VX41|F7VX41_SORMK	tr|G0R7H8|G0R7H8_HYPJQ	Pa_2_9530|chrm2|Putative
OG0006812		tr|Q7S138|Q7S138_NEUCR	tr|F7W392|F7W392_SORMK		Pa_5_110|chrm5|Putative, Pa_6_7470|chrm6|Putative
OG0006813		tr|Q7S773|Q7S773_NEUCR	tr|F7VU54|F7VU54_SORMK	tr|G0RGM2|G0RGM2_HYPJQ	Pa_2_6390|chrm2|Putative
OG0006814		tr|Q7SB47|Q7SB47_NEUCR	tr|F7WBY4|F7WBY4_SORMK	tr|G0R8J4|G0R8J4_HYPJQ	Pa_3_2490|chrm3|Putative
OG0006815		tr|A7UWZ8|A7UWZ8_NEUCR	tr|F7W0U7|F7W0U7_SORMK	tr|G0RWE5|G0RWE5_HYPJQ	Pa_7_700|chrm7|Putative
OG0006816		tr|Q1K950|Q1K950_NEUCR	tr|F7VL86|F7VL86_SORMK	tr|G0RD42|G0RD42_HYPJQ	Pa_1_18540|chrm1|Putative
OG0006817		tr|Q7RY54|Q7RY54_NEUCR	tr|F7VM87|F7VM87_SORMK	tr|G0R8T8|G0R8T8_HYPJQ	Pa_6_7090|chrm6|Putative
OG0006818		tr|Q7RZT4|Q7RZT4_NEUCR	tr|F7VYC6|F7VYC6_SORMK	tr|G0RRY3|G0RRY3_HYPJQ	Pa_7_5430|chrm7|Putative
OG0006819		tr|Q7S2S4|Q7S2S4_NEUCR	tr|F7W5X7|F7W5X7_SORMK	tr|G0RT76|G0RT76_HYPJQ	Pa_5_3310|chrm5|Putative
OG0006820		tr|Q7SAG6|Q7SAG6_NEUCR	tr|F7VMZ6|F7VMZ6_SORMK	tr|G0RTR7|G0RTR7_HYPJQ	Pa_1_23090|chrm1|Putative
OG0006821		tr|Q7SC27|Q7SC27_NEUCR	tr|F7W5E1|F7W5E1_SORMK		Pa_4_4510|chrm4|Putative, Pa_5_1670|chrm5|Putative
OG0006822		tr|V5IKY2|V5IKY2_NEUCR	tr|F7VM09|F7VM09_SORMK	tr|G0RKV5|G0RKV5_HYPJQ	Pa_5_3940|chrm5|Putative
OG0006823		tr|Q1K6H5|Q1K6H5_NEUCR	tr|F7VTN5|F7VTN5_SORMK	tr|G0R7S6|G0R7S6_HYPJQ	Pa_2_260|chrm2|Putative
OG0006824		tr|Q1K8P2|Q1K8P2_NEUCR	tr|F7VJY6|F7VJY6_SORMK	tr|G0RKC9|G0RKC9_HYPJQ	Pa_6_11660|chrm6|Putative
OG0006825		tr|Q7S1B2|Q7S1B2_NEUCR	tr|F7W3W3|F7W3W3_SORMK	tr|G0RBR4|G0RBR4_HYPJQ	Pa_2_13370|chrm2|Putative
OG0006826		tr|Q7S1Q4|Q7S1Q4_NEUCR	tr|F7W951|F7W951_SORMK, tr|F7W952|F7W952_SORMK	tr|G0RF90|G0RF90_HYPJQ	
OG0006827		tr|Q7S8I9|Q7S8I9_NEUCR	tr|F7VNI2|F7VNI2_SORMK	tr|G0R976|G0R976_HYPJQ	Pa_6_5960|chrm6|Putative
OG0006828		sp|Q7SGU0|RT18_NEUCR	tr|F7VXY5|F7VXY5_SORMK	tr|G0RU45|G0RU45_HYPJQ	Pa_1_2160|chrm1|Putative
OG0006829		sp|Q7SHY8|ISY1_NEUCR	tr|F7VQJ5|F7VQJ5_SORMK	tr|G0RRJ1|G0RRJ1_HYPJQ	Pa_1_12950|chrm1|Putative
OG0006830		tr|V5IPA5|V5IPA5_NEUCR	tr|F7W1K5|F7W1K5_SORMK	tr|G0RM97|G0RM97_HYPJQ	Pa_1_13295|chrm1|Putative
OG0006831		sp|Q1K7P9|RM34_NEUCR	tr|F7VU96|F7VU96_SORMK	tr|G0RGP8|G0RGP8_HYPJQ	Pa_2_9460|chrm2|Putative
OG0006832		sp|Q7RVL0|GSP1_NEUCR	tr|F7VLS5|F7VLS5_SORMK	tr|G0RCP6|G0RCP6_HYPJQ	Pa_1_7290|chrm1|Putative
OG0006833		tr|Q7SAH1|Q7SAH1_NEUCR	tr|F7VN00|F7VN00_SORMK	tr|G0R9Q6|G0R9Q6_HYPJQ	Pa_1_23010|chrm1|Putative
OG0006834		tr|Q1K7V9|Q1K7V9_NEUCR	tr|F7W0J8|F7W0J8_SORMK	tr|G0R6Z9|G0R6Z9_HYPJQ	Pa_2_2635|chrm2|Putative
OG0006835		sp|Q35137|YM001_NEUCR, sp|Q35140|NU2M_NEUCR	tr|F7WD21|F7WD21_SORMK		Pa_mito_nad2|mitoS|NADH-ubiquinone
OG0006836		tr|Q7RWL3|Q7RWL3_NEUCR, tr|Q7S0N2|Q7S0N2_NEUCR	tr|F7W495|F7W495_SORMK	tr|G0RIL9|G0RIL9_HYPJQ	
OG0006837		tr|Q7S6J0|Q7S6J0_NEUCR	tr|F7VWA3|F7VWA3_SORMK	tr|G0RNI1|G0RNI1_HYPJQ	Pa_4_9560|chrm4|Putative
OG0006838		sp|Q7SGR2|YTH1_NEUCR	tr|F7VRC6|F7VRC6_SORMK	tr|G0RK10|G0RK10_HYPJQ	Pa_1_4090|chrm1|Putative
OG0006839		sp|P48503|QCR8_NEUCR	tr|F7W3Z9|F7W3Z9_SORMK	tr|G0RWP6|G0RWP6_HYPJQ	Pa_2_12750|chrm2|Putative
OG0006840		tr|Q7S3U8|Q7S3U8_NEUCR, tr|Q7S3U9|Q7S3U9_NEUCR, tr|Q7S3V1|Q7S3V1_NEUCR	tr|F7WCC0|F7WCC0_SORMK		
OG0006841		tr|Q7S8L4|Q7S8L4_NEUCR	tr|F7VRI4|F7VRI4_SORMK, tr|F7VRI5|F7VRI5_SORMK, tr|F7WC95|F7WC95_SORMK		
OG0006842		tr|Q7SEW8|Q7SEW8_NEUCR	tr|F7VXS0|F7VXS0_SORMK	tr|G0RQP4|G0RQP4_HYPJQ	Pa_1_17085|chrm1|Putative
OG0006843		tr|Q7SHA5|Q7SHA5_NEUCR	tr|F7VSP6|F7VSP6_SORMK	tr|G0RFT3|G0RFT3_HYPJQ	Pa_1_21020|chrm1|Putative
OG0006844		tr|A7UWP7|A7UWP7_NEUCR	tr|F7VTL4|F7VTL4_SORMK	tr|G0RM53|G0RM53_HYPJQ	Pa_2_120|chrm2|Putative
OG0006845		tr|Q1K8D2|Q1K8D2_NEUCR	tr|F7VX86|F7VX86_SORMK	tr|G0RMC6|G0RMC6_HYPJQ	Pa_2_1460|chrm2|Putative
OG0006846		tr|Q7S0V6|Q7S0V6_NEUCR, tr|Q7SEA0|Q7SEA0_NEUCR	tr|F7VR17|F7VR17_SORMK, tr|F7W2L0|F7W2L0_SORMK		
OG0006847		tr|Q7S3D3|Q7S3D3_NEUCR, tr|Q7S3D4|Q7S3D4_NEUCR	tr|F7W3C8|F7W3C8_SORMK	tr|G0RG88|G0RG88_HYPJQ	
OG0006848		tr|Q7S3H8|Q7S3H8_NEUCR	tr|F7W3H6|F7W3H6_SORMK	tr|G0RIS4|G0RIS4_HYPJQ	Pa_5_8410|chrm5|Putative
OG0006849		tr|Q7SBJ7|Q7SBJ7_NEUCR	tr|F7WAW3|F7WAW3_SORMK	tr|G0RSS4|G0RSS4_HYPJQ	Pa_7_3840|chrm7|Putative
OG0006850		tr|Q1K4W1|Q1K4W1_NEUCR	tr|F7W7X1|F7W7X1_SORMK	tr|G0R7M1|G0R7M1_HYPJQ	Pa_6_4720|chrm6|Putative
OG0006851		sp|Q6M981|FKB1B_NEUCR	tr|F7VRT9|F7VRT9_SORMK	tr|G0RBR8|G0RBR8_HYPJQ	Pa_3_3700|chrm3|Putative
OG0006852		sp|Q7SCY6|PFA4_NEUCR	tr|F7VUR2|F7VUR2_SORMK	tr|G0RKC0|G0RKC0_HYPJQ	Pa_1_2440|chrm1|Putative
OG0006853		sp|Q7SGG8|PPME1_NEUCR	tr|F7VKI8|F7VKI8_SORMK	tr|G0RCA4|G0RCA4_HYPJQ	Pa_1_7370|chrm1|Putative
OG0006854		tr|Q1K6Z2|Q1K6Z2_NEUCR	tr|F7W4N1|F7W4N1_SORMK	tr|G0RTB5|G0RTB5_HYPJQ	Pa_2_2480|chrm2|Putative
OG0006855		tr|Q1K857|Q1K857_NEUCR	tr|F7VTT9|F7VTT9_SORMK	tr|G0RMD7|G0RMD7_HYPJQ	Pa_2_10600|chrm2|Putative
OG0006856		tr|Q7S0W2|Q7S0W2_NEUCR	tr|F7W9L2|F7W9L2_SORMK	tr|G0RKZ6|G0RKZ6_HYPJQ	Pa_3_10050|chrm3|Putative
OG0006857		tr|Q7S370|Q7S370_NEUCR, tr|Q7S3N5|Q7S3N5_NEUCR, tr|Q7S657|Q7S657_NEUCR, tr|Q7S6D9|Q7S6D9_NEUCR			
OG0006858		tr|Q7S413|Q7S413_NEUCR	tr|F7VVH1|F7VVH1_SORMK	tr|G0RUA3|G0RUA3_HYPJQ	Pa_5_11710|chrm5|Putative
OG0006859		tr|Q7S4C6|Q7S4C6_NEUCR	tr|F7VVR2|F7VVR2_SORMK	tr|G0RH98|G0RH98_HYPJQ	Pa_4_1240|chrm4|Putative
OG0006860		tr|Q7S7F8|Q7S7F8_NEUCR	tr|F7W0I0|F7W0I0_SORMK	tr|G0R771|G0R771_HYPJQ	Pa_2_2930|chrm2|Putative
OG0006861		tr|Q7SAK2|Q7SAK2_NEUCR	tr|F7VZY5|F7VZY5_SORMK	tr|G0RAC9|G0RAC9_HYPJQ	Pa_6_2005|chrm6|Putative
OG0006862		tr|Q7SET3|Q7SET3_NEUCR	tr|F7VQP5|F7VQP5_SORMK	tr|G0R8R6|G0R8R6_HYPJQ	Pa_1_4840|chrm1|Putative
OG0006863		tr|U9WGX4|U9WGX4_NEUCR	tr|F7VYI4|F7VYI4_SORMK	tr|G0RQE1|G0RQE1_HYPJQ	Pa_7_1750|chrm7|Putative
OG0006864		tr|V5IL57|V5IL57_NEUCR	tr|F7VWZ5|F7VWZ5_SORMK	tr|G0R7H6|G0R7H6_HYPJQ	Pa_2_5828|chrm2|Putative
OG0006865		tr|Q7S0M8|Q7S0M8_NEUCR, tr|Q7S0N0|Q7S0N0_NEUCR, tr|Q7S385|Q7S385_NEUCR	tr|F7WBQ3|F7WBQ3_SORMK		
OG0006866		tr|Q7S3H4|Q7S3H4_NEUCR	tr|F7W3H5|F7W3H5_SORMK	tr|G0RI51|G0RI51_HYPJQ	Pa_5_8250|chrm5|Putative
OG0006867		tr|Q7S5H9|Q7S5H9_NEUCR	tr|F7W6Q3|F7W6Q3_SORMK	tr|G0RI80|G0RI80_HYPJQ	Pa_5_8860|chrm5|Putative
OG0006868		tr|Q7SC85|Q7SC85_NEUCR	tr|F7W9W3|F7W9W3_SORMK		Pa_3_11225|chrm3|Putative, Pa_4_1830|chrm4|Putative
OG0006869		tr|Q7RYB9|Q7RYB9_NEUCR, tr|V5IQ84|V5IQ84_NEUCR	tr|F7VMB2|F7VMB2_SORMK, tr|F7VMB3|F7VMB3_SORMK		
OG0006870		sp|P05195|3DHQ_NEUCR	sp|D1ZR99|3DHQ_SORMK	tr|G0RQ57|G0RQ57_HYPJQ	Pa_5_5130|chrm5|Putative
